STATE NAME,,DISTRICT NAME,,SUB DISTRICT NAME,VILLAGE NAME,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Karakagudem,Samath Mothe,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Sangem,Sangam,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Sangem,Shapur,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Sangem,Sangam,,,,,,,,,,
TELANGANA,,WARANGAL RURAL,,Sangem,Elugur( Rangampet),,,,,,,,,,
TELANGANA,,MANCHERIAL,,Tandur,Kasipet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Tandur,Gopalnagar,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Tandur,Narsapur,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Tandur,Madaram,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Tandur,Choutpalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Tandur,Venkaipalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Tandur,Kistampet,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Tandur,Ankepalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Thorrur,Cherlapalem,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Manpahad,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Dharamapur,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Kolkonda,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Dharamapur,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Dharamapur,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Ramrajpalle,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Dharamapur,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Singarajpalle,,,,,,,,,,
TELANGANA,,MANCHERIAL,,Tandur,Rampur,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Danthalapalle,Kalvapalle,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Gollapalle,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Madhapuram,,,,,,,,,,
TELANGANA,,YADADRI BHUVANAGIRI,,Adda Guduru,Repaka (P) Dacharam,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Madhapuram,,,,,,,,,,
TELANGANA,,JANGOAN,,Devaruppula,Kadavendi,,,,,,,,,,
TELANGANA,,BHADRADRI KOTHAGUDEM,,Karakagudem,Samath Mothe,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Jinnaram,Solakpalle,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Rebbena,Rampur,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Sirpur U,Mahagaon,,,,,,,,,,
TELANGANA,,MEDAK,,Shankarampet (A),Cheelapalle,,,,,,,,,,
TELANGANA,,NALGONDA,,Nalgonda,Anneparthy,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Patancheru,Indresham,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Patancheru,Rameshwar Banda,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Rebbena,Rajaram,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Rebbena,Venkulam,,,,,,,,,,
TELANGANA,,VIKARABAD,,Vikarabad,Yerravally,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kandi,Indrakaran,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Kanthali,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Dongaon,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Jukkal,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Gundoor,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Jukkal,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Siddapur,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Achampet,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Jinnaram,Amdoor,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kangti,Sidhangarga,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Brahmanpalle,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Pedda Chintakunta,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Tujalpur,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Jakkupalle,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Tuljarampet,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Jainoor,Bhusimatta,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Jainoor,Jainoor (CT),,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kommavaram,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Gandhari,Gurjal,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Gandhari,Durgam,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Gowraram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Gurimella,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Gowraram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Gurimella,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kommavaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Venkatapuram,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Tadkamalla,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Jagathraopet,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kambalapalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Dharmapuram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Bayyaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Uppalapadu,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Gandhampalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Singaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Motlathimma Puram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Dharmapuram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Gandhampalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kothapeta,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Singaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Ramachandra Puram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Ramachandra Puram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Venkatapuram,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Kagazmaddur,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Bayyaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Bayyaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Irsulapuram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Bayyaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Lingagiri,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Jagathraopet,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kachanapalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Lingagiri,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Jagathraopet,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kambalapalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kothapeta,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Jagathraopet,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kambalapalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Uppalapadu,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Motlathimma Puram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Gandhampalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Singaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Bayyaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Bayyaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kothapeta,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Dharmapuram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kambalapalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kachanapalle,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Laxmipuram,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Chandrupatla,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Lokaram,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Thunga Pahad,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Irsulapuram,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Jinnaram,Mangampet,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Gummadidala,Domadugu,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Korlagudem,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Kalluru,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Gollapalle,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Thunga Pahad,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Dongaon,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Lingatla,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Nagamalyal,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Kalluru,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Chinna Korukondi,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Erraboinapalli,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Kagazmaddur,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Admapur,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Kondapur,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Manthoor,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Madapur,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Mohamadabad,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Mohamadabad ramjathanda,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Ahmednagar,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Rustumpet,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Appepalle,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Boragaon,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Peechra,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Raghunadhagudem,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Kalluru,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Payapur,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Peddakorukondi,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Yagna Narayanapuram,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Chandpalle,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Telagaram,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Narayanpur,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Gummadidala,Kankunta,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Boragaon,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Nagamalyal,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Sangvi,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Peddakorukondi,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Telagaram,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Thirmalapur,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Nagalgaon,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Gummadidala,Nallavally,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Gummadidala,Pyaranagar,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Junoni,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Kalluru,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Narayanapuram,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Gummadidala,Bonthapalle (CT),,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Gollapalle,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Goplaram (Kurd),,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Bhedoda,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Patan,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Kobhai,,,,,,,,,,
TELANGANA,,ADILABAD,,JAINATH,Belgaon,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Mucharam,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Chandrupatla,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Chennuru,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Ravikampadu,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Erraboinapalli,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Thirmalapur,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Lingapur,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Ibrahimbad,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Girmapur,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Haridaspur,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Gummadidala,Mambapur,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Munidevunipalle,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Gadimalkapuram,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Terpole,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Gangaram,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Mansanpally,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Garakurthi,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Kondapur,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Gunthapalle,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Mothuguda,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Rajura,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Chaprala,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Dhoptala,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Bela,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Burhanpur,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Chandpalle,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Gokaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kommavaram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Venkatapuram,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Kondapur,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Aliabad,,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Bhodod (Kopsi),,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Masala (Buzurg),,,,,,,,,,
TELANGANA,,ADILABAD,,Bela,Guda,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Darba,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Thunga Pahad,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Ailapuram,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Rudraram,,,,,,,,,,
TELANGANA,,Jagitial,,Raikal,Dharmajipet,,,,,,,,,,
TELANGANA,,Jagitial,,Raikal,Kistampet,,,,,,,,,,
TELANGANA,,Jagitial,,Raikal,Mootapalle,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Machepalle,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Saidapur,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Demmidiguda,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Samela,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Ada,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Wadiguda,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Bathulapalli,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Nandi Pahad (Part),,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Venkatadri Palem,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Jagathraopet,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kambalapalle,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Ada - Dasnapur,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Tumpalle,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Gopaladeviboinapally,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Kalluru,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Khankhanpeta,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Lokaram,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Peruvancha,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Peruvancha,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Vennavalli,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Talluru,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Yadgarpalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Dharmapuram,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Gandhampalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kothapeta,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Singaram,,,,,,,,,,
TELANGANA,,KHAMMAM,,Kalluru,Mucharam,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Kachanapalle,,,,,,,,,,
TELANGANA,,MAHABUBABAD,,Bayyaram,Lingagiri,,,,,,,,,,
TELANGANA,,Narayanpet,,Krishna,Ainapur,,,,,,,,,,
TELANGANA,,Narayanpet,,Krishna,Shukurlingampalle,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Kosara,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Khapri,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Wavudham,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Bichkunda,Fathlapur,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Dharmaram,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Naimatullaguda,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Nathinoipalle,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Ramachandrapur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Buggaram,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Kuntala (Buzurg),,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Neradigonda,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Ailapuram,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Bichkunda,Shantapur,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Chintalamanepally,Rudrapur,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Chintalamanepally,Karjavelli,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Chintalamanepally,Korisini,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Madupalle,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Atukuru,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Nyalkal,Atnur,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Nyalkal,Chingepalle,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Nyalkal,Dappur,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Nyalkal,Murthujapur,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Chintalamanepally,Babapur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Madhapur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Wagdhari,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Madupalle,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Chilukuru,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Dendukuru,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Rayapatnam,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Illuru,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Thunga Pahad,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Annaram,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Pedda Ghulla,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Pedda Ghulla,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Kowlas,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Jalimudi,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Atukuru,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Khammampadu,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Rayapatnam,,,,,,,,,,
TELANGANA,,NALGONDA,,Miryalaguda,Venkatadri Palem,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Sirgapoor,Pochapoor,,,,,,,,,,
TELANGANA,,VIKARABAD,,Bantwaram,Bantwaram,,,,,,,,,,
TELANGANA,,VIKARABAD,,Bantwaram,Rompalle,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Kommuguda,,,,,,,,,,
TELANGANA,,KUMURAM BHEEM ASIFABAD,,Asifabad,Devadurgam,,,,,,,,,,
TELANGANA,,Narayanpet,,Krishna,Kunsi,,,,,,,,,,
TELANGANA,,Narayanpet,,Krishna,Kunsi,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Wankidi,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Rolmanda,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Sowergaon,,,,,,,,,,
TELANGANA,,ADILABAD,,Inderavelly,Dhannura (B),,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Mallavaram,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Rompinalla,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Matoor,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Matoor,,,,,,,,,,
TELANGANA,,KHAMMAM,,Madhira,Kistapuram @ Munagala,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Awancha,,,,,,,,,,
TELANGANA,,Nirmal,,Basar,Kirgul (Buzurg),,,,,,,,,,
TELANGANA,,Nirmal,,Basar,Bidrelli,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Jukkal,Baswapur,,,,,,,,,,
TELANGANA,,JAYASHANKAR BHUPALAPALLY,,Ghanpur (Mulug),Ghanpur,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Marepalle,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Gangaram,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Kondapur,Togurpalle,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Nyalkal,Ramtheerth,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Nyalkal,Gangwar,,,,,,,,,,
TELANGANA,,SANGAREDDY,,Vatpally,Nagulapalle,,,,,,,,,,
TELANGANA,,JOGULAMBA GADWAL,,Dharoor,Nagardoddi,,,,,,,,,,
TELANGANA,,VIKARABAD,,Bantwaram,Somaram .M,,,,,,,,,,
TELANGANA,,Narayanpet,,Krishna,Thangadigi,,,,,,,,,,
TELANGANA,,Narayanpet,,Krishna,Kusumurthy,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Waddur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Venkatapur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Rajura,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Kishtapur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Ispur,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Rajura,,,,,,,,,,
TELANGANA,,Nirmal,,Laxmanchanda,Laxmanchanda,,,,,,,,,,
TELANGANA,,Nirmal,,Laxmanchanda,Waddyal,,,,,,,,,,
TELANGANA,,VIKARABAD,,Bantwaram,Bopanwaram,,,,,,,,,,
TELANGANA,,KHAMMAM,,Sathupalli,Cherukupalle,,,,,,,,,,
TELANGANA,,KHAMMAM,,Sathupalli,Jaganadhapuram,,,,,,,,,,
TELANGANA,,KHAMMAM,,Sathupalli,Kakarlapally,,,,,,,,,,
TELANGANA,,KHAMMAM,,Sathupalli,Rejerla,,,,,,,,,,
TELANGANA,,KHAMMAM,,Sathupalli,Yathalakunta,,,,,,,,,,
TELANGANA,,Nirmal,,Basar,Takli,,,,,,,,,,
TELANGANA,,JOGULAMBA GADWAL,,Dharoor,Palcherla,,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Tarnam (Buzurg),,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Tarnam (Khurd),,,,,,,,,,
TELANGANA,,ADILABAD,,Neradigonda,Bandemregad,,,,,,,,,,
TELANGANA,,KHAMMAM,,Sathupalli,Yathalakunta,,,,,,,,,,
TELANGANA,,KHAMMAM,,Sathupalli,Regallapadu,,,,,,,,,,
TELANGANA,,KHAMMAM,,Chinthakani,Bashwapuram,,,,,,,,,,
TELANGANA,,MEDAK,,Narsapur,Chippalturthi,,,,,,,,,,
TELANGANA,,KAMAREDDY,,Bichkunda,Shetloor,,,,,,,,,,
TELANGANA,,JOGULAMBA GADWAL,,Dharoor,Chintharevula,,,,,,,,,,
TELANGANA,,JOGULAMBA GADWAL,,Dharoor,Ryalampad,,,,,,,,,,
TELANGANA,,VIKARABAD,,Bantwaram,Nagaram,,,,,,,,,,
TELANGANA,,VIKARABAD,,Bantwaram,Noorullapur,,,,,,,,,,
